tbl,Year,quarter,citymarketid,cityname,airportid,apt,TotalMkts,TotalFaredPax,TotalPerLFMkts,TotalAvgHubFare,TotalPerPrem,SHMkts,SHPax,SHPerLFMkts,SHAvgHubFare,SHPerPrem,LHMkts,LHPax,LHPerLFMkts,LHAvgHubFare,LHPerPrem,tbl7pk
Table 7,2021,3,33264,"Medford, OR",13264,MFR,41,142190,0.2896,214.39,-0.0898,14,78140,0.5102,156.16,-0.1827,27,64050,0.0204,285.44,-0.0152,2021313264MFR
Table 7,2021,3,30721,"Boston, MA (Metropolitan Area)",13296,MHT,140,249680,0.7794,241.41,0.2265,29,80380,0.4961,205.05,0.2250,111,169300,0.9138,258.68,0.2271,2021313296MHT
Table 7,2021,3,32467,"Miami, FL (Metropolitan Area)",13303,MIA,143,3284680,0.7877,174.10,-0.0893,30,519510,0.6099,151.55,-0.0860,113,2765170,0.8211,178.33,-0.0898,2021313303MIA
Table 7,2021,3,33342,"Milwaukee, WI",13342,MKE,88,959000,0.8283,208.67,0.0448,31,273740,0.6697,196.70,0.0628,57,685260,0.8916,213.45,0.0383,2021313342MKE
Table 7,2021,3,33360,"Melbourne, FL",13360,MLB,17,25430,0.0000,208.73,-0.0275,2,11640,0.0000,184.84,-0.0229,15,13790,0.0000,228.89,-0.0307,2021313360MLB
Table 7,2021,3,33367,"Quad Cities, IL (Metropolitan Area)",13367,MLI,32,60810,0.3022,201.79,-0.0376,7,17780,0.0000,214.43,0.2308,25,43030,0.4271,196.57,-0.1237,2021313367MLI
Table 7,2021,3,30562,"Mobile, AL",13422,MOB,38,57130,0.0000,251.11,0.1996,8,19480,0.0000,226.58,0.5487,30,37650,0.0000,263.81,0.0904,2021313422MOB
Table 7,2021,3,34922,"Salinas/Monterey, CA",13476,MRY,19,57340,0.0637,240.91,0.2817,8,38440,0.0950,184.39,0.3004,11,18900,0.0000,355.86,0.2626,2021313476MRY
Table 7,2021,3,33485,"Madison, WI",13485,MSN,60,275680,0.1399,239.97,0.1134,14,57230,0.0000,227.44,0.1574,46,218450,0.1765,243.25,0.1031,2021313485MSN
Table 7,2021,3,33486,"Missoula, MT",13486,MSO,45,161670,0.2885,228.24,0.0036,6,42100,0.5418,195.33,0.0561,39,119570,0.1993,239.82,-0.0106,2021313486MSO
Table 7,2021,3,31650,"Minneapolis/St. Paul, MN",13487,MSP,142,3589240,0.5570,185.02,0.0166,41,881670,0.6577,176.06,0.0993,101,2707570,0.5242,187.94,-0.0062,2021313487MSP
Table 7,2021,3,33495,"New Orleans, LA",13495,MSY,95,1363100,0.9692,179.59,-0.0754,34,558920,0.9394,147.98,-0.1588,61,804180,0.9900,201.57,-0.0262,2021313495MSY
Table 7,2021,3,33502,"Montrose/Delta, CO",13502,MTJ,24,43020,0.6190,265.91,0.1976,8,21180,0.5500,210.27,0.0359,16,21840,0.6859,319.88,0.3299,2021313502MTJ
Table 7,2021,3,33541,"Martha's Vineyard, MA",13541,MVY,14,54030,0.9983,229.53,0.5696,6,46780,0.9987,181.77,0.4876,8,7250,0.9959,537.74,0.7840,2021313541MVY
Table 7,2021,3,31135,"Myrtle Beach, SC",13577,MYR,74,644230,0.9660,141.59,-0.2408,40,419890,0.9647,122.47,-0.3035,34,224340,0.9684,177.38,-0.1411,2021313577MYR
Table 7,2021,3,33795,"Jacksonville/Camp Lejeune, NC",13795,OAJ,23,27120,0.0000,243.14,-0.0251,13,14610,0.0000,206.84,-0.0931,10,12510,0.0000,285.54,0.0409,2021313795OAJ
Table 7,2021,3,32457,"San Francisco, CA (Metropolitan Area)",13796,OAK,141,1430930,0.9938,165.31,-0.0873,25,920640,0.9967,136.20,-0.0840,116,510290,0.9885,217.82,-0.0910,2021313796OAK
Table 7,2021,3,33851,"Oklahoma City, OK",13851,OKC,90,663940,0.8798,208.65,-0.0182,23,211440,0.7695,171.35,-0.1356,67,452500,0.9313,226.09,0.0314,2021313851OKC
Table 7,2021,3,33316,"Omaha, NE",13871,OMA,90,763350,0.8920,200.11,-0.0107,19,198460,0.7150,170.86,-0.0394,71,564890,0.9542,210.39,-0.0022,2021313871OMA
Table 7,2021,3,32575,"Los Angeles, CA (Metropolitan Area)",13891,ONT,188,1032320,0.9386,194.28,-0.0318,27,296030,0.9748,140.78,-0.0148,161,736290,0.9241,215.79,-0.0362,2021313891ONT
Table 7,2021,3,30977,"Chicago, IL",13930,ORD,166,6562980,0.5279,185.06,0.0754,71,1791620,0.2139,173.01,0.1428,95,4771360,0.6458,189.59,0.0540,2021313930ORD
Table 7,2021,3,33667,"Norfolk, VA (Metropolitan Area)",13931,ORF,99,767580,0.7441,220.29,0.0189,48,377550,0.6182,178.72,-0.0015,51,390030,0.8659,260.53,0.0330,2021313931ORF
Table 7,2021,3,34004,"Everett, WA",14004,PAE,11,54610,0.0000,166.22,-0.0903,3,6780,0.0000,126.65,-0.3432,8,47830,0.0000,171.83,-0.0522,2021314004PAE
Table 7,2021,3,34027,"West Palm Beach/Palm Beach, FL",14027,PBI,81,883620,0.7495,195.14,0.0838,14,107240,0.6177,180.60,0.0974,67,776380,0.7678,197.15,0.0821,2021314027PBI
Table 7,2021,3,34057,"Portland, OR",14057,PDX,129,2639720,0.6471,215.63,0.0158,20,523090,0.3500,165.20,0.0953,109,2116630,0.7205,228.09,0.0027,2021314057PDX
Table 7,2021,3,34082,"Punta Gorda, FL",14082,PGD,32,215580,1.0000,83.55,-0.5838,4,20280,1.0000,78.87,-0.5708,28,195300,1.0000,84.03,-0.5850,2021314082PGD
Table 7,2021,3,33667,"Norfolk, VA (Metropolitan Area)",14098,PHF,87,41240,0.0000,242.12,0.0895,38,18720,0.0000,205.35,0.0100,49,22520,0.0000,272.68,0.1460,2021314098PHF
Table 7,2021,3,30466,"Phoenix, AZ",14107,PHX,162,4853360,0.9497,186.68,-0.0232,35,1508670,0.9628,136.30,-0.0366,127,3344690,0.9439,209.41,-0.0191,2021314107PHX
Table 7,2021,3,34108,"Peoria, IL",14108,PIA,18,67210,0.7515,134.12,-0.3508,5,12090,0.0000,203.90,0.1427,13,55120,0.9164,118.81,-0.4416,2021314108PIA
Table 7,2021,3,33195,"Tampa, FL (Metropolitan Area)",14112,PIE,52,344810,1.0000,84.75,-0.5440,16,85340,1.0000,80.86,-0.5316,36,259470,1.0000,86.03,-0.5476,2021314112PIE
Table 7,2021,3,33728,"Pensacola, FL",14193,PNS,75,486530,0.7920,182.39,-0.1103,28,229520,0.6890,156.73,-0.1803,47,257010,0.8840,205.30,-0.0553,2021314193PNS
Table 7,2021,3,34252,"Pasco/Kennewick/Richland, WA",14252,PSC,32,100780,0.3140,203.05,-0.1074,7,39080,0.3526,162.59,-0.1254,25,61700,0.2895,228.68,-0.0991,2021314252PSC
Table 7,2021,3,34262,"Palm Springs, CA",14262,PSP,49,254760,0.5662,205.55,-0.0764,9,75520,0.6210,149.48,-0.0784,40,179240,0.5431,229.18,-0.0758,2021314262PSP
Table 7,2021,3,30721,"Boston, MA (Metropolitan Area)",14307,PVD,143,542230,0.7725,232.34,0.2173,29,112090,0.3930,226.47,0.4604,114,430140,0.8714,233.86,0.1682,2021314307PVD
Table 7,2021,3,34321,"Portland, ME",14321,PWM,75,502180,0.7046,241.57,0.1514,19,172080,0.5499,193.04,0.2505,56,330100,0.7853,266.87,0.1180,2021314321PWM
Table 7,2021,3,34457,"Rapid City, SD",14457,RAP,51,143000,0.1993,243.48,0.1324,3,15980,0.0000,206.21,0.4336,48,127020,0.2244,248.17,0.1080,2021314457RAP
Table 7,2021,3,34489,"Bend/Redmond, OR",14489,RDM,39,153570,0.0078,229.19,0.0250,7,53540,0.0000,171.40,-0.0834,32,100030,0.0120,260.13,0.0697,2021314489RDM
Table 7,2021,3,34492,"Raleigh/Durham, NC",14492,RDU,104,1844100,0.7640,190.59,-0.0224,55,1074210,0.7752,166.06,0.0114,49,769890,0.7484,224.82,-0.0550,2021314492RDU
Table 7,2021,3,34524,"Richmond, VA",14524,RIC,83,689750,0.7245,204.70,-0.0433,40,345560,0.6344,171.62,-0.0267,43,344190,0.8150,237.90,-0.0550,2021314524RIC
Table 7,2021,3,34570,"Reno, NV",14570,RNO,77,741680,0.8230,206.87,-0.0449,20,378800,0.8058,147.29,-0.0939,57,362880,0.8408,269.06,-0.0145,2021314570RNO
Table 7,2021,3,34574,"Roanoke, VA",14574,ROA,35,58040,0.1273,250.91,0.1950,17,33790,0.2187,198.29,0.1919,18,24250,0.0000,324.24,0.1976,2021314574ROA
Table 7,2021,3,34576,"Rochester, NY",14576,ROC,61,325750,0.7519,236.97,0.1803,25,144020,0.6326,203.60,0.4725,36,181730,0.8464,263.42,0.0524,2021314576ROC
Table 7,2021,3,32547,"Rochester, MN",14633,RST,7,7370,0.0000,214.99,0.4530,2,3470,0.0000,187.49,4.9191,5,3900,0.0000,239.46,-0.0476,2021314633RST
Table 7,2021,3,31714,"Fort Myers, FL",14635,RSW,92,1384810,0.8274,172.86,-0.0987,11,111920,0.6965,168.07,-0.0259,81,1272890,0.8389,173.28,-0.1044,2021314635RSW
Table 7,2021,3,34674,"Santa Fe, NM",14674,SAF,16,18640,0.0000,295.10,0.5373,7,11040,0.0000,249.40,0.9372,9,7600,0.0000,361.49,0.2737,2021314674SAF
Table 7,2021,3,33570,"San Diego, CA",14679,SAN,139,3670270,0.8526,213.47,0.0167,23,1086600,0.9483,149.22,-0.0523,116,2583670,0.8123,240.49,0.0364,2021314679SAN
Table 7,2021,3,33214,"San Antonio, TX",14683,SAT,118,1403830,0.8778,208.65,0.0265,22,212360,0.8009,175.75,-0.0984,96,1191470,0.8915,214.51,0.0477,2021314683SAT
Table 7,2021,3,34685,"Savannah, GA",14685,SAV,76,591340,0.6464,183.12,-0.0453,25,205500,0.6502,156.97,-0.1374,51,385840,0.6443,197.05,0.0000,2021314685SAV
Table 7,2021,3,34689,"Santa Barbara, CA",14689,SBA,38,191520,0.5605,217.50,0.0886,10,69190,0.7450,142.14,0.0296,28,122330,0.4561,260.12,0.1082,2021314689SBA
Table 7,2021,3,34696,"South Bend, IN",14696,SBN,39,104870,0.3580,201.03,-0.0809,12,27430,0.0000,241.18,0.3808,27,77440,0.4848,186.81,-0.2028,2021314696SBN
Table 7,2021,3,34236,"Paso Robles/San Luis Obispo, CA",14698,SBP,12,47640,0.0000,226.29,0.2051,3,20460,0.0000,179.18,0.2110,9,27180,0.0000,261.75,0.2021,2021314698SBP
Table 7,2021,3,34711,"Philipsburg/State College, PA",14711,SCE,11,12660,0.0000,306.85,0.3977,5,5360,0.0000,255.05,1.2057,6,7300,0.0000,344.89,0.1658,2021314711SCE
Table 7,2021,3,33044,"Louisville, KY",14730,SDF,78,622120,0.7866,190.84,-0.0801,41,348410,0.6255,171.54,-0.0828,37,273710,0.9915,215.41,-0.0773,2021314730SDF
Table 7,2021,3,30559,"Seattle, WA",14747,SEA,162,5739720,0.5358,192.65,-0.1021,29,1128400,0.3454,137.37,-0.1609,133,4611320,0.5824,206.18,-0.0918,2021314747SEA
Table 7,2021,3,34761,"Sanford, FL",14761,SFB,58,355650,1.0000,84.43,-0.5791,14,85250,1.0000,78.72,-0.5797,44,270400,1.0000,86.23,-0.5789,2021314761SFB
Table 7,2021,3,32457,"San Francisco, CA (Metropolitan Area)",14771,SFO,149,4150750,0.5882,261.20,0.0987,26,1324220,0.5548,146.04,-0.0369,123,2826530,0.6039,315.15,0.1333,2021314771SFO
Table 7,2021,3,34783,"Springfield, MO",14783,SGF,45,166740,0.3788,220.35,0.0393,9,52570,0.1655,226.90,0.3473,36,114170,0.4771,217.33,-0.0636,2021314783SGF
Table 7,2021,3,34794,"St. George, UT",14794,SGU,15,27660,0.0000,206.10,0.1791,7,14620,0.0000,176.49,0.7898,8,13040,0.0000,239.30,-0.0803,2021314794SGU
Table 7,2021,3,32457,"San Francisco, CA (Metropolitan Area)",14831,SJC,146,1448560,0.9576,190.99,0.0066,24,861060,0.9907,144.61,-0.0036,122,587500,0.9091,258.98,0.0150,2021314831SJC
Table 7,2021,3,34614,"Salt Lake City, UT",14869,SLC,136,2760040,0.7678,195.89,0.0070,42,1278000,0.7313,147.19,-0.0339,94,1482040,0.7994,237.89,0.0302,2021314869SLC
Table 7,2021,3,33192,"Sacramento, CA",14893,SMF,109,1965340,0.9380,199.62,-0.0469,20,1044090,0.9893,138.12,-0.1374,89,921250,0.8797,269.33,0.0150,2021314893SMF
Table 7,2021,3,32575,"Los Angeles, CA (Metropolitan Area)",14908,SNA,188,1837860,0.7044,201.36,0.0554,28,692760,0.8585,143.68,-0.0105,160,1145100,0.6112,236.26,0.0818,2021314908SNA
Table 7,2021,3,31123,"St. Louis, MO",15016,STL,108,1739100,0.9254,190.14,0.0234,47,694290,0.8802,172.46,-0.0108,61,1044810,0.9553,201.89,0.0440,2021315016STL
Table 7,2021,3,34433,"Santa Rosa, CA",15023,STS,10,80460,0.0000,188.72,0.1579,8,75090,0.0000,180.88,0.1312,2,5370,0.0000,298.33,0.4479,2021315023STS
Table 7,2021,3,35041,"Sun Valley/Hailey/Ketchum, ID",15041,SUN,14,26210,0.0000,323.97,0.4416,9,20350,0.0000,271.03,0.3318,5,5860,0.0000,507.79,0.7013,2021315041SUN
Table 7,2021,3,31703,"New York City, NY (Metropolitan Area)",15070,SWF,82,33910,0.8487,111.87,-0.3484,26,12160,0.8413,104.86,-0.3169,56,21750,0.8529,115.78,-0.3633,2021315070SWF
Table 7,2021,3,35096,"Syracuse, NY",15096,SYR,60,359450,0.4593,244.35,0.1120,21,107980,0.2968,206.48,0.2244,39,251470,0.5291,260.61,0.0783,2021315096SYR
Table 7,2021,3,35249,"Tallahassee, FL",15249,TLH,38,86960,0.0000,237.59,0.1314,10,40530,0.0000,196.34,0.0690,28,46430,0.0000,273.61,0.1743,2021315249TLH
Table 7,2021,3,33195,"Tampa, FL (Metropolitan Area)",15304,TPA,141,3087560,0.8681,170.24,-0.0829,35,510130,0.6934,152.17,-0.1205,106,2577430,0.9027,173.82,-0.0760,2021315304TPA
Table 7,2021,3,35323,"Bristol/Johnson City/Kingsport, TN",15323,TRI,18,20840,0.0466,280.67,0.2801,9,9030,0.1074,226.17,0.2821,9,11810,0.0000,322.34,0.2790,2021315323TRI
Table 7,2021,3,35356,"Trenton, NJ",15356,TTN,8,55280,1.0000,81.87,-0.5764,4,21740,1.0000,77.70,-0.5925,4,33540,1.0000,84.57,-0.5662,2021315356TTN
Table 7,2021,3,34653,"Tulsa, OK",15370,TUL,78,442950,0.8466,204.63,-0.0418,25,181520,0.7561,174.96,-0.0890,53,261430,0.9094,225.24,-0.0142,2021315370TUL
Table 7,2021,3,35412,"Knoxville, TN",15412,TYS,60,330490,0.4385,221.20,0.0931,32,180620,0.4121,179.64,-0.0167,28,149870,0.4703,271.30,0.1999,2021315412TYS
Table 7,2021,3,31504,"Valparaiso, FL",15624,VPS,76,468420,0.7502,165.97,-0.1501,32,267180,0.7152,145.66,-0.2156,44,201240,0.7968,192.94,-0.0723,2021315624VPS
Table 7,2021,3,31834,"Fayetteville, AR",15919,XNA,52,194290,0.4372,231.85,0.1367,14,80850,0.3600,207.07,0.2689,38,113440,0.4922,249.51,0.0707,2021315919XNA
Table 7,2021,2,30135,"Allentown/Bethlehem/Easton, PA",10135,ABE,24,123310,0.7072,133.39,-0.3003,8,37710,0.4116,172.02,-0.0570,16,85600,0.8375,116.37,-0.4009,2021210135ABE
Table 7,2021,2,30140,"Albuquerque, NM",10140,ABQ,73,546550,0.9613,215.13,0.0664,18,231370,0.9330,186.66,0.0608,55,315180,0.9821,236.03,0.0697,2021210140ABQ
Table 7,2021,2,30158,"Atlantic City, NJ",10158,ACY,7,78130,1.0000,86.77,-0.5292,2,8430,1.0000,72.35,-0.6406,5,69700,1.0000,88.52,-0.5143,2021210158ACY
Table 7,2021,2,30185,"Alexandria, LA",10185,AEX,10,8950,0.0000,246.16,0.1021,2,4740,0.0000,216.67,-0.0482,8,4210,0.0000,279.36,0.2785,2021210185AEX
Table 7,2021,2,30208,"Augusta, GA",10208,AGS,36,61290,0.0000,240.73,0.0788,15,29250,0.0000,211.08,0.0121,21,32040,0.0000,267.80,0.1325,2021210208AGS
Table 7,2021,2,30257,"Albany, NY",10257,ALB,54,319380,0.9149,232.45,0.1327,14,66610,0.6694,217.49,0.2501,40,252770,0.9796,236.39,0.1075,2021210257ALB
Table 7,2021,2,30279,"Amarillo, TX",10279,AMA,23,69100,0.8218,194.11,0.1040,7,42220,0.7200,178.24,0.2410,16,26880,0.9818,219.05,-0.0324,2021210279AMA
Table 7,2021,2,30372,"Aspen, CO",10372,ASE,16,29880,0.0000,388.17,0.9082,5,11010,0.0000,313.70,0.4997,11,18870,0.0000,431.62,1.1574,2021210372ASE
Table 7,2021,2,30397,"Atlanta, GA (Metropolitan Area)",10397,ATL,154,5600870,0.9093,179.49,0.0799,87,3287930,0.9026,154.48,0.0078,67,2312940,0.9188,215.05,0.1650,2021210397ATL
Table 7,2021,2,30408,"Appleton, WI",10408,ATW,34,87840,0.4836,177.33,-0.1418,6,12080,0.2881,185.63,0.1099,28,75760,0.5148,176.01,-0.1733,2021210408ATW
Table 7,2021,2,30423,"Austin, TX",10423,AUS,129,2155800,0.9018,186.35,0.0148,28,221830,0.8545,185.78,0.0127,101,1933970,0.9072,186.42,0.0150,2021210423AUS
Table 7,2021,2,30431,"Asheville, NC",10431,AVL,47,195090,0.5760,165.67,-0.1017,24,129530,0.6410,136.28,-0.1736,23,65560,0.4475,223.74,0.0033,2021210431AVL
Table 7,2021,2,30434,"Scranton/Wilkes-Barre, PA",10434,AVP,16,32410,0.0000,240.42,0.1367,2,8510,0.0000,219.13,0.6741,14,23900,0.0000,248.00,0.0324,2021210434AVP
Table 7,2021,2,30466,"Phoenix, AZ",10466,AZA,44,267470,1.0000,99.14,-0.4912,9,34730,1.0000,75.02,-0.5797,35,232740,1.0000,102.74,-0.4793,2021210466AZA
Table 7,2021,2,30529,"Hartford, CT",10529,BDL,75,808030,0.8453,210.35,0.0984,24,143510,0.5434,202.63,0.1996,51,664520,0.9105,212.02,0.0796,2021210529BDL
Table 7,2021,2,30581,"Bangor, ME",10581,BGR,29,75810,0.2990,187.46,-0.1251,9,18700,0.0000,187.48,0.0558,20,57110,0.3970,187.45,-0.1715,2021210581BGR
Table 7,2021,2,30620,"Billings, MT",10620,BIL,31,91830,0.3093,213.79,0.0348,5,30200,0.1970,203.90,0.0976,26,61630,0.3643,218.64,0.0084,2021210620BIL
Table 7,2021,2,30627,"Bismarck/Mandan, ND",10627,BIS,18,46670,0.6357,191.39,-0.0331,2,9840,0.5152,216.43,0.5396,16,36830,0.6679,184.70,-0.1340,2021210627BIS
Table 7,2021,2,30666,"Bellingham, WA",10666,BLI,12,29460,0.8344,129.35,-0.3343,,,,,,12,29460,0.8344,129.35,-0.3343,2021210666BLI
Table 7,2021,2,30676,"Belleville, IL",10676,BLV,7,63970,1.0000,84.58,-0.5262,2,19660,1.0000,84.72,-0.5130,5,44310,1.0000,84.52,-0.5319,2021210676BLV
Table 7,2021,2,30685,"Bloomington/Normal, IL",10685,BMI,7,26440,0.6430,147.27,-0.1815,3,8360,0.0000,211.67,0.3318,4,18080,0.9403,117.49,-0.3804,2021210685BMI
Table 7,2021,2,30693,"Nashville, TN",10693,BNA,123,2280490,0.9438,175.41,-0.0216,66,1212360,0.9363,161.03,-0.0509,57,1068130,0.9522,191.73,0.0082,2021210693BNA
Table 7,2021,2,30713,"Boise, ID",10713,BOI,73,604440,0.7022,170.37,-0.1276,25,404240,0.6659,139.59,-0.1588,48,200200,0.7756,232.52,-0.0864,2021210713BOI
Table 7,2021,2,30721,"Boston, MA (Metropolitan Area)",10721,BOS,133,3507730,0.9602,217.85,0.0976,31,634730,0.9418,182.89,0.2035,102,2873000,0.9642,225.57,0.0805,2021210721BOS
Table 7,2021,2,30781,"Baton Rouge, LA",10781,BTR,33,65110,0.0000,230.99,0.0771,11,38750,0.0000,211.17,0.0894,22,26360,0.0000,260.12,0.0628,2021210781BTR
Table 7,2021,2,30785,"Burlington, VT",10785,BTV,37,93220,0.4069,268.72,0.2527,10,23680,0.1778,223.31,0.5652,27,69540,0.4849,284.19,0.1891,2021210785BTV
Table 7,2021,2,32575,"Los Angeles, CA (Metropolitan Area)",10800,BUR,166,543760,0.9310,167.29,-0.0022,21,270650,0.9800,135.99,0.0233,145,273110,0.8825,198.31,-0.0188,2021210800BUR
Table 7,2021,2,30852,"Washington, DC (Metropolitan Area)",10821,BWI,146,2238690,0.9726,179.08,-0.0007,57,746860,0.9651,159.94,0.0586,89,1491830,0.9764,188.67,-0.0239,2021210821BWI
Table 7,2021,2,30849,"Bozeman, MT",10849,BZN,62,288140,0.5332,203.43,-0.0768,7,59940,0.5180,149.99,-0.0939,55,228200,0.5372,217.47,-0.0737,2021210849BZN
Table 7,2021,2,30868,"Columbia, SC",10868,CAE,51,121310,0.0000,240.90,0.1641,25,63170,0.0000,216.73,0.1752,26,58140,0.0000,267.16,0.1544,2021210868CAE
Table 7,2021,2,30647,"Cleveland, OH (Metropolitan Area)",10874,CAK,84,78350,0.3011,196.97,0.0415,38,32860,0.0880,181.90,0.0055,46,45490,0.4550,207.86,0.0656,2021210874CAK
Table 7,2021,2,30980,"Chattanooga, TN",10980,CHA,43,91870,0.0653,228.99,0.0830,20,50300,0.1193,203.09,0.0798,23,41570,0.0000,260.33,0.0861,2021210980CHA
Table 7,2021,2,30990,"Charlottesville, VA",10990,CHO,26,41990,0.0000,235.41,0.0183,8,17800,0.0000,206.74,0.0000,18,24190,0.0000,256.51,0.0295,2021210990CHO
Table 7,2021,2,30994,"Charleston, SC",10994,CHS,86,801780,0.7009,200.94,0.0474,44,431920,0.6631,182.46,0.0107,42,369860,0.7450,222.51,0.0852,2021210994CHS
Table 7,2021,2,31003,"Cedar Rapids/Iowa City, IA",11003,CID,46,154490,0.4266,191.22,-0.1055,7,36450,0.3951,196.94,0.0035,39,118040,0.4364,189.45,-0.1357,2021211003CID
Table 7,2021,2,30647,"Cleveland, OH (Metropolitan Area)",11042,CLE,93,1174460,0.8665,182.34,-0.0137,41,409370,0.6388,175.40,0.0623,52,765090,0.9884,186.05,-0.0480,2021211042CLE
Table 7,2021,2,31057,"Charlotte, NC",11057,CLT,130,2192290,0.4621,196.00,0.1268,81,1366090,0.4515,178.56,0.1600,49,826200,0.4798,224.84,0.0861,2021211057CLT
Table 7,2021,2,31066,"Columbus, OH",11066,CMH,85,981330,0.8437,192.33,0.0273,41,338200,0.6579,185.75,0.1443,44,643130,0.9414,195.79,-0.0226,2021211066CMH
Table 7,2021,2,30189,"Colorado Springs, CO",11109,COS,70,314580,0.9141,181.25,-0.0913,13,127220,0.8309,142.08,-0.1702,57,187360,0.9705,207.84,-0.0493,2021211109COS
Table 7,2021,2,31140,"Corpus Christi, TX",11140,CRP,30,63260,0.7215,237.04,0.1548,5,21950,0.4064,203.98,0.3736,25,41310,0.8889,254.61,0.0815,2021211140CRP
Table 7,2021,2,31146,"Charleston/Dunbar, WV",11146,CRW,13,17740,0.2892,238.84,0.1701,2,8470,0.4770,185.01,0.2048,11,9270,0.1176,288.02,0.1506,2021211146CRW
Table 7,2021,2,33105,"Cincinnati, OH",11193,CVG,82,1044150,0.8002,174.23,-0.0603,36,337440,0.6191,170.28,-0.0058,46,706710,0.8867,176.11,-0.0835,2021211193CVG
Table 7,2021,2,31252,"Daytona Beach, FL",11252,DAB,37,80060,0.0000,204.08,0.0363,7,23830,0.0000,185.73,0.0998,30,56230,0.0000,211.86,0.0146,2021211252DAB
Table 7,2021,2,30194,"Dallas/Fort Worth, TX",11259,DAL,147,1622180,0.9947,161.51,-0.0318,38,634310,0.9993,155.29,0.0040,109,987870,0.9918,165.51,-0.0521,2021211259DAL
Table 7,2021,2,31267,"Dayton, OH",11267,DAY,55,158780,0.1134,207.61,-0.0478,25,59260,0.0621,204.84,-0.0090,30,99520,0.1439,209.27,-0.0690,2021211267DAY
Table 7,2021,2,30852,"Washington, DC (Metropolitan Area)",11278,DCA,154,2046680,0.5852,199.57,0.1373,65,836730,0.5098,172.30,0.1635,89,1209950,0.6374,218.42,0.1235,2021211278DCA
Table 7,2021,2,30325,"Denver, CO",11292,DEN,164,5073380,0.9236,167.19,-0.0404,38,1176110,0.8601,144.42,-0.0857,126,3897270,0.9428,174.06,-0.0284,2021211292DEN
Table 7,2021,2,30194,"Dallas/Fort Worth, TX",11298,DFW,183,4424780,0.3911,190.66,0.1154,61,1087350,0.1933,171.38,0.0844,122,3337430,0.4555,196.94,0.1245,2021211298DFW
Table 7,2021,2,30285,"Durango, CO",11413,DRO,17,26130,0.0000,256.73,0.6315,8,17060,0.0000,244.47,1.0958,9,9070,0.0000,279.79,0.1960,2021211413DRO
Table 7,2021,2,31423,"Des Moines, IA",11423,DSM,68,358210,0.7479,190.98,-0.0619,13,79940,0.5680,186.19,0.1310,55,278270,0.7996,192.35,-0.1044,2021211423DSM
Table 7,2021,2,31295,"Detroit, MI",11433,DTW,118,2682310,0.7810,186.91,0.0414,62,909850,0.5598,187.35,0.2085,56,1772460,0.8946,186.69,-0.0278,2021211433DTW
Table 7,2021,2,31481,"Panama City, FL",11481,ECP,62,321680,0.8753,193.56,0.0202,21,167490,0.8183,179.50,-0.0091,41,154190,0.9372,208.84,0.0491,2021211481ECP
Table 7,2021,2,31503,"Eagle, CO",11503,EGE,8,12470,0.0000,322.40,0.4832,1,4400,0.0000,323.38,0.7429,7,8070,0.0000,321.87,0.3713,2021211503EGE
Table 7,2021,2,30615,"El Paso, TX",11540,ELP,72,487180,0.8737,213.40,0.0604,20,257230,0.8638,180.89,0.0628,52,229950,0.8847,249.77,0.0585,2021211540ELP
Table 7,2021,2,31603,"Eugene, OR",11603,EUG,44,154790,0.3096,202.76,-0.1155,9,43580,0.3451,164.65,-0.2238,35,111210,0.2958,217.69,-0.0773,2021211603EUG
Table 7,2021,2,31612,"Evansville, IN",11612,EVV,13,19420,0.2214,200.93,-0.0112,4,10860,0.3960,178.34,0.0431,9,8560,0.0000,229.60,-0.0594,2021211612EVV
Table 7,2021,2,31703,"New York City, NY (Metropolitan Area)",11618,EWR,150,3572660,0.7655,202.50,0.1214,44,484690,0.5735,179.27,0.3135,106,3087970,0.7956,206.14,0.0994,2021211618EWR
Table 7,2021,2,31624,"Key West, FL",11624,EYW,56,267800,0.1839,243.04,0.1957,7,41780,0.0000,233.04,0.1991,49,226020,0.2180,244.89,0.1951,2021211624EYW
Table 7,2021,2,31637,"Fargo, ND",11637,FAR,42,100930,0.5308,209.90,-0.0220,3,12060,0.6700,238.06,0.6706,39,88870,0.5119,206.08,-0.0816,2021211637FAR
Table 7,2021,2,31638,"Fresno, CA",11638,FAT,51,293000,0.6379,205.09,-0.0372,10,130660,0.5153,149.48,-0.0441,41,162340,0.7366,249.85,-0.0338,2021211638FAT
Table 7,2021,2,31695,"Flagstaff, AZ",11695,FLG,9,12210,0.0000,212.26,0.2230,8,8460,0.0000,198.42,0.1680,1,3750,0.0000,243.49,0.3390,2021211695FLG
Table 7,2021,2,32467,"Miami, FL (Metropolitan Area)",11697,FLL,150,3740190,0.9720,152.13,-0.1534,31,559670,0.9538,127.65,-0.2186,119,3180520,0.9752,156.44,-0.1431,2021211697FLL
Table 7,2021,2,31721,"Flint, MI",11721,FNT,11,58970,0.8247,117.69,-0.3803,3,11540,0.3640,139.24,-0.2181,8,47430,0.9368,112.45,-0.4168,2021211721FNT
Table 7,2021,2,31775,"Sioux Falls, SD",11775,FSD,43,140240,0.4382,195.56,-0.1019,5,25700,0.5234,203.29,-0.0056,38,114540,0.4192,193.83,-0.1219,2021211775FSD
